image_id, image_url, questions, keyword
43621fbd4ac84851bd48377dfc26ef82_request_1394,https://farm5.staticflickr.com/4219/33935125193_3dce840cc2_o.jpg,What kind of bikes are those?---How much do they cost?---What colors do they come in?,Cumberland Gap
43621fbd4ac84851bd48377dfc26ef82_request_2353,https://farm3.staticflickr.com/2896/14514207285_030d97e7c1_o.jpg,What is the name of this stadium?---Who plays in this stadium?---How much does it cost to ride that bus?,Twickenham Stadium
43621fbd4ac84851bd48377dfc26ef82_request_1683,https://farm9.staticflickr.com/8807/28486457084_9bbc2d867f_o.jpg,How old is that fortress?---Am I able to visit that place?---Does anyone live there?---When was this built?---Who built it?---Is it open to the public?---How old is that building---Who built that---Does it cost money to visit that as a tourist,Areopagus
43621fbd4ac84851bd48377dfc26ef82_request_4607,https://farm5.staticflickr.com/4379/36503098290_cf8fb5c521_o.jpg,Who are these people---What are their roles at NASA---Where can I get the tie of this guy on the left---Who are they?---What kind of rocket is that?---Whats on his tie?,Marshall Space Flight Center
43621fbd4ac84851bd48377dfc26ef82_request_5644,https://farm6.staticflickr.com/5650/21402066879_602dfb5c17_o.jpg,How many celebrities have signed there---Can you walk on that---Can I see that for free---When was this made---Is this open to the public---Can I visit here,Hollywood Walk of Fame
43621fbd4ac84851bd48377dfc26ef82_request_4600,https://farm4.staticflickr.com/3848/14351988469_cf6b4eb37c_o.jpg,What kind of flowers grow in this park?---Is this a national park?---How big is the park?,Golden Gate Park
43621fbd4ac84851bd48377dfc26ef82_request_5152,https://farm5.staticflickr.com/4079/5412961102_6988389275_o.jpg,What city is in the distance---What's the name of the body of water---Is the building located in the center on the water a hotel---What city is that?---How many people live there?---Is that an expensive place to visit?---Which city is that---What body of water is at the bottom---How tall is the middle right green building,Oriental Pearl Tower
43621fbd4ac84851bd48377dfc26ef82_request_1224,https://farm5.staticflickr.com/4285/34226544764_987a6bfd1b_o.jpg,What kind of flowers are the pink ones in the foreground---What country do these grow in---How much do the pink flowers cost to buy---What type of flowers are these---What type of bushes are in the back---How do you care for these flowers,Leeds Castle
43621fbd4ac84851bd48377dfc26ef82_request_4011,https://farm5.staticflickr.com/4834/32529873798_5bb25dd639_o.jpg,Who made this sculpture---Where is this statue---What is this statue made of,Lake Havasu
43621fbd4ac84851bd48377dfc26ef82_request_5806,https://farm5.staticflickr.com/4267/34158099063_dca52a6733_o.jpg,When's the next race here?---How many races are here per year?---Where is this located?,Las Vegas Motor Speedway
43621fbd4ac84851bd48377dfc26ef82_request_1106,https://farm7.staticflickr.com/6165/6178801377_1ea6ba5699_o.jpg,How much are tickets to go here?---What are the hours of operation for this place?---What kind of animals do they have here?,Chester Zoo
43621fbd4ac84851bd48377dfc26ef82_request_4896,https://farm6.staticflickr.com/5250/5218390838_a4a2dd38f1_o.jpg,What are these people protesting?---What street is this on?---When was this protest?---What store is this?---Who is in the photo?---What event is going on?,University College London
43621fbd4ac84851bd48377dfc26ef82_request_548,https://farm6.staticflickr.com/5553/15167885781_b9394208e5_o.jpg,What's this kind of cat called?---What's the scientific name for this animal?---Can cats eat this kind of plant safely?---What kind of plant is this?,roof garden
43621fbd4ac84851bd48377dfc26ef82_request_3711,https://farm3.staticflickr.com/2896/14364815421_9d1494c438_o.jpg,Where is this---Can I travel there---What shops are open there,Yas Island
43621fbd4ac84851bd48377dfc26ef82_request_6171,https://farm4.staticflickr.com/3876/14840445207_e86bdd31fb_o.jpg,What is the land area of this city---What is the tallest building here---How busy are these streets at night---What was this promotion---Is this for a movie---Can I take a picture here,One Times Square
43621fbd4ac84851bd48377dfc26ef82_request_206,https://farm6.staticflickr.com/5459/10000729806_26b8320aa9_o.jpg,What kind of structure is this?---Where is this located?---What materials are this made out of?,art
43621fbd4ac84851bd48377dfc26ef82_request_5380,https://farm1.staticflickr.com/353/20007758411_b7cda9681f_o.jpg,Where is this located?---Where does this train go?---What time of year is this?---What subway system is that---What is the glass building on the far right---How tall is the middle building---What is the name of this train line---Does this train make a stop at the museum---How fast do these trains travel,Elbphilharmonie
43621fbd4ac84851bd48377dfc26ef82_request_5285,https://farm7.staticflickr.com/6199/6124481311_15a5a092a6_o.jpg,What is depicted in this artwork?---Who made the artwork?---How old is the artwork?,Rock of Cashel
43621fbd4ac84851bd48377dfc26ef82_request_5609,https://farm5.staticflickr.com/4011/4649305012_f7d0efb0da_o.jpg,Who is the girl in this photo?---Why does she look scared?---What brand is her lipstick?---Is that her natural hair color?---Where was this photo taken?,The Viper Room
43621fbd4ac84851bd48377dfc26ef82_request_1976,https://farm8.staticflickr.com/7650/27050588800_b7c0519645_o.jpg,what language is that---can you walk under that if you're 7 feet tall---is it a memorial for something,Gyeongbokgung
43621fbd4ac84851bd48377dfc26ef82_request_86,https://farm8.staticflickr.com/7437/10125349044_c68dc914c1_o.jpg,What body of water is this?---How big is this lake?---Where is this located?---Where is this located?---What is this body of water called?---Is this a popular tourist destination?---What makes a house a cottage?---What's the difference between a cottage and cabin?---What is the cottage style?,cottage
43621fbd4ac84851bd48377dfc26ef82_request_5417,https://farm3.staticflickr.com/2216/5706757386_106cca495c_o.jpg,What's the name of this station?---What trains can I catch here?---How much is the fare here?---What type of train is it?---Where is it going?---How much does it cost to ride?---What type of train is this---How much does it cost to ride this train---Is this train new,Innsbruck
43621fbd4ac84851bd48377dfc26ef82_request_6166,https://farm3.staticflickr.com/2547/3750620633_1d7f7cd337_o.jpg,How tall is that church---How old is that graveyard on the right---Does that church still hold sermons,Cades Cove
43621fbd4ac84851bd48377dfc26ef82_request_758,https://farm3.staticflickr.com/2825/34025679862_ed8f9443af_o.jpg,Where is this---Is it dangerous---Can I drive thru here without four wheel drive,Donner Pass
43621fbd4ac84851bd48377dfc26ef82_request_5771,https://farm8.staticflickr.com/7711/17385166501_de1dcba402_o.jpg,Can I hike there---What road is this---Can I camp there---How high up is it to the top of that---Can you go inside it---Is there a hiking trail to the top---Is this place difficult to get to?---Can I go here with my grandparents?---Does it get cold here?,Crazy Horse Memorial
43621fbd4ac84851bd48377dfc26ef82_request_371,https://farm5.staticflickr.com/4821/45418607505_bd8e74505a_o.jpg,What kind of car is this?---Who drives it?---How much is it worth?---Who made this---Can I buy this---Is this for racing only,auto factory
43621fbd4ac84851bd48377dfc26ef82_request_6400,https://farm1.staticflickr.com/887/41158529800_bd004d53e7_o.jpg,Who is depicted in the statue here---Who is the artist behind these statues---Where is this at---Who are these statues of?---Who designed this?---What county is this in?---whats the monument---whens the market open---can you get snacks there,Camden Market
43621fbd4ac84851bd48377dfc26ef82_request_6501,https://farm2.staticflickr.com/1836/43097111745_5a6d27da0f_o.jpg,Where is this located?---What do you call this style of window---When was this window made---What artist created this window,Dover Castle
43621fbd4ac84851bd48377dfc26ef82_request_3394,https://farm1.staticflickr.com/85/215777903_b0183679fa_o.jpg,What are the business hours of this shop?---When was this shop opened?---What can I buy at this shop?---What kind of goods do they sell there---What hours is that place open---What material is that shop entryway made of---What store is that?---When was it built?---What do they sell?,gift shop
43621fbd4ac84851bd48377dfc26ef82_request_4638,https://farm5.staticflickr.com/4166/33683602803_840c3495a7_o.jpg,Where is this?---How high is this?---How can I get here?---What body of water is that?---What is that phase of the sun called?---Where was this taken?---Where is this located?---Is this a popular tourist destination?---Is it open to the public year round?,Adams Peak
43621fbd4ac84851bd48377dfc26ef82_request_3670,https://farm2.staticflickr.com/1778/42837291845_f2f08abc07_o.jpg,are these houses---what type of architecture is that---where is this,Bletchley Park
43621fbd4ac84851bd48377dfc26ef82_request_4006,https://farm1.staticflickr.com/848/41894458760_4aa1cb690b_o.jpg,Where is this?---Is this a public park?---Are events held here?---What is the wooden structure?,Luray Caverns
43621fbd4ac84851bd48377dfc26ef82_request_4020,https://farm5.staticflickr.com/4471/37666425472_0be347835c_o.jpg,How old is the stone hedge they're leaning on---What brand of leggings is the girl on the left wearing---How tall are those mountains in the background---What country is this?---Is that that Scottish wall thing?---What's the name of the fort in the background there?,Pamukkale
43621fbd4ac84851bd48377dfc26ef82_request_6570,https://farm3.staticflickr.com/2309/2184829724_2a969313a6_o.jpg,How tall is it?---When was it built?---Where is it located?---When was this made---Who made it---How was this constructed---How tall is this building?---When was this building constructed?---Who designed this building?,Blarney Stone
43621fbd4ac84851bd48377dfc26ef82_request_3949,https://farm9.staticflickr.com/8008/7352650118_dcc85d6116_o.jpg,Can I drive my own car on the Nurburgring?---How much does it cost to drive around the Nurburgring?---Is the Nurburgring open to the public?,Nürburgring
43621fbd4ac84851bd48377dfc26ef82_request_1033,https://farm8.staticflickr.com/7007/6532912681_61380e6783_o.jpg,Which Monmouth is that sign referring to?---How much do you think a dozen eggs would cost here?---Is this a weekly event?---How often does this happen?---Where is this located?---How many venders are here?,Camberwell
43621fbd4ac84851bd48377dfc26ef82_request_2293,https://farm3.staticflickr.com/2875/10563216084_6515f603a9_o.jpg,Where is this located?---Is it a popular tourist destination?---Is it open to the public?---Where is this---How big is this place---Is there a body of water here---What kind of trees are these?---How tall are they?---Where do they grow?,Watkins Glen State Park
43621fbd4ac84851bd48377dfc26ef82_request_2191,https://farm6.staticflickr.com/5730/23360122989_24671bf93a_o.jpg,What happens in this building?---How big is it?---Is this a public entrane---What're the hours?---What stores are there?---None---Can I get directions here?---What shops do they have here?---When does this place close today?---Do they have a Macy's here?---Do they have free parking here?,Toronto Eaton Centre
43621fbd4ac84851bd48377dfc26ef82_request_3578,https://farm4.staticflickr.com/3814/10870391436_4d35e51bc7_o.jpg,Who painted the castle ceiling?---Does the castle allow visitors?---What's this place's street address?,Prague Castle
43621fbd4ac84851bd48377dfc26ef82_request_2296,https://farm6.staticflickr.com/5657/20670458464_2e0f631a24_o.jpg,what kind of bord---can it fly---is it a dodo---Where is this located?---What kind of bird is that?---What country is it native to?,Chimborazo
43621fbd4ac84851bd48377dfc26ef82_request_5615,https://farm3.staticflickr.com/2943/15390835345_35432bacf2_o.jpg,How old is this sign---What's this sign made out of---Is this in California or Flordia---How tall is that sculpture in the front---How tall are those palm trees on the left---How long did it take to build this---Who built the globe?---When was this park open?---How much is a ticket?,Universal Studios Hollywood
43621fbd4ac84851bd48377dfc26ef82_request_3990,https://farm3.staticflickr.com/2927/34142304226_c3a648cd07_o.jpg,When was this built?---Is that real gold on the walls?---Where in Japan is this?---Who commissioned this building?---How old is the temple?,Kinkaku ji
43621fbd4ac84851bd48377dfc26ef82_request_5060,https://farm4.staticflickr.com/3320/5815654802_09c20d1284_o.jpg,How many soldiers stationed there---How large is the fort---Is that fort still active---How long as this been here---Can you tell me who designed this---Where is this located---What coast is that?---How big is this building?---Whats it used for?,Fort Sumter
43621fbd4ac84851bd48377dfc26ef82_request_75,https://farm6.staticflickr.com/5527/11198470406_59c9fa4b7e_o.jpg,Who made this stone carving?---Where can I see this carving?---What kind of stone is this made out of?,japanese garden
43621fbd4ac84851bd48377dfc26ef82_request_821,https://farm2.staticflickr.com/1708/24291245782_e630451e23_o.jpg,Why is there a dog here?---What city is this located in?---Does it cost money to go here?,Covent Garden
43621fbd4ac84851bd48377dfc26ef82_request_6675,https://farm4.staticflickr.com/3702/12923136485_5ec1193172_o.jpg,Where is this located?---When was the stadium built?---How long did it take to build the stadium?---who plays there---whats the average game price---how much parking is there,Wembley Stadium
43621fbd4ac84851bd48377dfc26ef82_request_6508,https://farm5.staticflickr.com/4253/35230126746_746af6fa91_o.jpg,What's the name of that dish?---What restaurant is this?---How much does that cost?---What type of food is that?---How much would food like that cost me?---Is there somewhere I can order food like that near me?---Is Fitzrovia safe?---What county is Fitzrovia?---Why is Fitzrovia called Fitzrovia?,Fitzrovia
43621fbd4ac84851bd48377dfc26ef82_request_1513,https://farm9.staticflickr.com/8670/16497063986_3a4539630c_o.jpg,What are the business hours of this place?---What is the admissions fee for this place?---Who designed this building?---How tall is it?---When was it built?---Who built it?,Royal Ontario Museum
43621fbd4ac84851bd48377dfc26ef82_request_1633,https://farm1.staticflickr.com/965/40888594865_8d7e6b1a29_o.jpg,How old is this structure?---How deep is that hole?---What is the purpose of this structure?---Who made this?---When was this built?---Where is this located?---Who made this?---When was it made?---Where is it located?,Skara Brae
43621fbd4ac84851bd48377dfc26ef82_request_2646,https://farm9.staticflickr.com/8528/8481976391_7dd9c9465d_o.jpg,What can I see from here?---What is this rock composed of?---What temperature is the water?---what body of water is that---who discovered this location---how long is this rock peninsula---How high up is that above sea level---What body of water is that---How deep is the water there,Cape of Good Hope
43621fbd4ac84851bd48377dfc26ef82_request_5127,https://farm1.staticflickr.com/421/19259729481_a12b1d5d29_o.jpg,Who is buried at Highgate Cemetery?---What zone is Highgate Cemetery?---Who owns Highgate Cemetery?,Highgate Cemetery
43621fbd4ac84851bd48377dfc26ef82_request_4962,https://farm4.staticflickr.com/3545/3835622730_f012e1da65_o.jpg,Where is this located?---Can I swim there?---Are there ferries?---How big is this island?---How many people live here?---Is this island accessible by airplane?---Can I swim there---Are there sharks there---Are there sea turtles there,Mustique
43621fbd4ac84851bd48377dfc26ef82_request_2314,https://farm8.staticflickr.com/7322/27329291180_a13d6b5f95_o.jpg,Is this the tallest building in the square?---What city is this in?---Does that clock tower have a name?---Has this building ever been in an earthquake?---What's the time on that clock?---Was anybody in the tower when the photo was taken?---Who's that a statue of at left?---What is this building made of?---What type of business is this place?---How tall is the clock tower portion?---What is the historical significance of this place?---What type of stone is the outter wall made of?---How many stories total is it?,Piazza della Signoria
43621fbd4ac84851bd48377dfc26ef82_request_1122,https://farm9.staticflickr.com/8619/16201402681_03774e94a7_o.jpg,What language on is printed on this paper?---Can you translate the text on this paper?---Where was this photograph taken?,Yasukuni Shrine
43621fbd4ac84851bd48377dfc26ef82_request_4288,https://farm5.staticflickr.com/4784/39831910195_1f5ba571ed_o.jpg,How much energy does that building on the left produce a year---How tall is that white dome on the left side---What is the name of that beach,Sizewell nuclear power stations
43621fbd4ac84851bd48377dfc26ef82_request_6140,https://farm9.staticflickr.com/8316/8036291247_38dbe3b771_o.jpg,What is the best time to visit Butchart Gardens?---How much is admission to Butchart Gardens?---What is there to do in Butchart Gardens?---What type of flower is this---What type of climate does it need to grow---What is the scientific name of this flower---What kind of flower is this---Is this flower poisonous---Where is this flower native to,Butchart Gardens
43621fbd4ac84851bd48377dfc26ef82_request_3943,https://farm9.staticflickr.com/8486/8249804711_a4ab3f83f5_o.jpg,How tall is the statue---Could I climb to the top of that statue tomorrow---What is the name of that island---What do you call that kind of sailboat,Staten Island Ferry
43621fbd4ac84851bd48377dfc26ef82_request_1880,https://farm3.staticflickr.com/2611/3894414626_3771313fea_o.jpg,Where is this?---What is he carrying?---Does this kind of basket have a special name?,Ijen
43621fbd4ac84851bd48377dfc26ef82_request_2887,https://farm5.staticflickr.com/4453/37599541556_3decf3fafd_o.jpg,Where is this---How big is this place---What kinds of plants grow here---What kind of trees are those?---Where was this taken?---What animals live here?,Loch Lomond
43621fbd4ac84851bd48377dfc26ef82_request_1136,https://farm2.staticflickr.com/1501/24108751074_e70f4e3356_o.jpg,Who is the person depicted in this sculpture?---Is this a public park?---Is there an event going on?---Where is this?---Who made this?---When was this made?---who created that structure---Who is the artist?---What is that sculpture made of?,Millennium Park
43621fbd4ac84851bd48377dfc26ef82_request_3175,https://farm1.staticflickr.com/21/29697338_8f2d2e9c1d_o.jpg,How much would these be in the US?---What material are those black ones made of?---What's the best season for this kind of shoe?---Is this someone's house?---Why are there so many sandals here?---Can I buy sandals here?---What are these shoes made out of---How much do these shoes cost---Where can I find a shoe like this,sandal
43621fbd4ac84851bd48377dfc26ef82_request_889,https://farm8.staticflickr.com/7420/27848539845_96fe327b67_o.jpg,How tall is the butte in the middle---Can I hike out to that middle butte---Is that are dog friendly---Where is this located?---Is it a popular tourist destination?---Is it open to the public?---Where is this---How big is this place---How tall are this rock formations,Monument Valley
43621fbd4ac84851bd48377dfc26ef82_request_5353,https://farm6.staticflickr.com/5461/9591035739_eae96c49f7_o.jpg,What is this made of?---What does this depict?---Who made this?,Dublin Castle
43621fbd4ac84851bd48377dfc26ef82_request_2560,https://farm7.staticflickr.com/6134/5967114618_1719828642_o.jpg,What religion is Berlin Cathedral?---Is Berlin Cathedral free?---How old is Berlin Cathedral?---Where is that cathedral?---How old is that cathedral?---Who designed that cathedral?---When was this cathedral built?---Can anyone go in there?---Is that a Catholic cathedral?,Berlin Cathedral
43621fbd4ac84851bd48377dfc26ef82_request_5334,https://farm8.staticflickr.com/7286/9058774664_dffdb89f8f_o.jpg,What are they doing in the field?---What year was this taken?---Can I rent a horse to joust here?---Can I lodge here?---How much does it cost to visit?---When was this photo taken?---How heavy is that armor?---How tall are those horses?---Are events like this held here often?---Do these guys live at the Palace?---How big is this place---What are these trees---What is this garments called,Eltham Palace
43621fbd4ac84851bd48377dfc26ef82_request_1030,https://farm8.staticflickr.com/7164/6532821187_574a71f290_o.jpg,What are these?---Are these edible?---Where can I buy these near me?---What is this?---Where do these grow?---How much per pound?---What are those purple things?---Can you eat whatever those are?---Are those a good ingredient for anything?,Camberwell
43621fbd4ac84851bd48377dfc26ef82_request_4868,https://farm4.staticflickr.com/3859/14476806395_c5a30dd9f1_o.jpg,Is this the Timberline Lodge on Mt Hood?---Is that a bird in the sculpture?---How long did it take to make?,Timberline Lodge
43621fbd4ac84851bd48377dfc26ef82_request_5538,https://farm4.staticflickr.com/3588/3491553117_f51dcfe284_o.jpg,Who is that sculpture of?---How old is that sculpture?---Who carved that sculpture?---Is this sculpture visible from the street---What material is that sculpture made of---How old is that sculpture,Quirinal Palace
43621fbd4ac84851bd48377dfc26ef82_request_1711,https://farm4.staticflickr.com/3695/12119936113_81a7b9fbff_o.jpg,What is the water temperature here?---What is the name of this river?---What kind of wildlife lives here?---Is this land federally protected?---Are bears commonly found here?,Yosemite National Park
43621fbd4ac84851bd48377dfc26ef82_request_3676,https://farm4.staticflickr.com/3949/15420449237_bcf10d3ca6_o.jpg,Has anybody ever been hit by a train while crossing these tracks?---Is the station air-conditioned?---What's the departure schedule on Thursdays?---What direction is the viewer facing in this picture?---How old are these tracks?---How long is that bridge---Can cars go on that bridge---How high is that bridge,Trent Bridge
43621fbd4ac84851bd48377dfc26ef82_request_2493,https://farm4.staticflickr.com/3866/15369339515_02013200dd_o.jpg,Where is this?---What are they doing?---What street is that?---How big is this place---Where can I buy this red skirt---What are they doing,Harajuku
